path,subject,task,session,run
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-1/func/,INET096,resting,1,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-1/func/,INET096,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-1/func/,INET096,resting,1,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-2/func/,INET096,resting,2,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-2/func/,INET096,resting,2,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-2/func/,INET096,resting,2,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-2/func/,INET096,resting,2,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-2/func/,INET096,resting,2,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-4/func/,INET096,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-4/func/,INET096,resting,4,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-4/func/,INET096,resting,4,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-4/func/,INET096,resting,4,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-4/func/,INET096,resting,4,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET096/ses-4/func/,INET096,resting,4,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET098/ses-1/func/,INET098,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET098/ses-3/func/,INET098,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET098/ses-4/func/,INET098,resting,4,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET098/ses-4/func/,INET098,resting,4,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET098/ses-4/func/,INET098,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-1/func/,INET099,resting,1,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-1/func/,INET099,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-1/func/,INET099,resting,1,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-1/func/,INET099,resting,1,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-3/func/,INET099,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-3/func/,INET099,resting,3,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-3/func/,INET099,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET099/ses-4/func/,INET099,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-1/func/,INET101,resting,1,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-1/func/,INET101,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-1/func/,INET101,resting,1,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-2/func/,INET101,resting,2,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-3/func/,INET101,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-3/func/,INET101,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-3/func/,INET101,resting,3,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-3/func/,INET101,resting,3,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-3/func/,INET101,resting,3,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-3/func/,INET101,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-3/func/,INET101,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-4/func/,INET101,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-4/func/,INET101,resting,4,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-4/func/,INET101,resting,4,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-4/func/,INET101,resting,4,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET101/ses-4/func/,INET101,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-1/func/,INET103,resting,1,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-1/func/,INET103,resting,1,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-1/func/,INET103,resting,1,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-1/func/,INET103,resting,1,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-1/func/,INET103,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-1/func/,INET103,resting,1,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-1/func/,INET103,resting,1,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-2/func/,INET103,resting,2,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-2/func/,INET103,resting,2,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-2/func/,INET103,resting,2,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-2/func/,INET103,resting,2,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-2/func/,INET103,resting,2,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-2/func/,INET103,resting,2,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-2/func/,INET103,resting,2,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-3/func/,INET103,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-3/func/,INET103,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-3/func/,INET103,resting,3,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-3/func/,INET103,resting,3,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-3/func/,INET103,resting,3,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-3/func/,INET103,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-3/func/,INET103,resting,3,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET103/ses-4/func/,INET103,resting,4,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET104/ses-1/func/,INET104,resting,1,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET104/ses-1/func/,INET104,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET104/ses-1/func/,INET104,resting,1,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET104/ses-1/func/,INET104,resting,1,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET104/ses-3/func/,INET104,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET104/ses-3/func/,INET104,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET104/ses-4/func/,INET104,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET106/ses-3/func/,INET106,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET106/ses-4/func/,INET106,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET106/ses-4/func/,INET106,resting,4,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET107/ses-2/func/,INET107,resting,2,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET107/ses-2/func/,INET107,resting,2,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET107/ses-2/func/,INET107,resting,2,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-1/func/,INET108,resting,1,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-1/func/,INET108,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-1/func/,INET108,resting,1,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-3/func/,INET108,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-3/func/,INET108,resting,3,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-3/func/,INET108,resting,3,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-3/func/,INET108,resting,3,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-3/func/,INET108,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET108/ses-3/func/,INET108,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET109/ses-2/func/,INET109,resting,2,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET109/ses-3/func/,INET109,resting,3,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET110/ses-3/func/,INET110,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET110/ses-3/func/,INET110,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET110/ses-3/func/,INET110,resting,3,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET110/ses-3/func/,INET110,resting,3,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET110/ses-3/func/,INET110,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET110/ses-3/func/,INET110,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET110/ses-4/func/,INET110,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET120/ses-4/func/,INET120,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET120/ses-4/func/,INET120,resting,4,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-1/func/,INET123,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-2/func/,INET123,resting,2,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-2/func/,INET123,resting,2,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-3/func/,INET123,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-3/func/,INET123,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-3/func/,INET123,resting,3,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-3/func/,INET123,resting,3,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET123/ses-3/func/,INET123,resting,3,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET131/ses-1/func/,INET131,resting,1,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET131/ses-2/func/,INET131,resting,2,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET131/ses-2/func/,INET131,resting,2,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET133/ses-1/func/,INET133,resting,1,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET133/ses-2/func/,INET133,resting,2,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET133/ses-2/func/,INET133,resting,2,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET133/ses-2/func/,INET133,resting,2,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET133/ses-3/func/,INET133,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET133/ses-4/func/,INET133,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET133/ses-4/func/,INET133,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-1/func/,INET136,resting,1,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-1/func/,INET136,resting,1,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-2/func/,INET136,resting,2,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-2/func/,INET136,resting,2,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-2/func/,INET136,resting,2,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-2/func/,INET136,resting,2,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-3/func/,INET136,resting,3,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-3/func/,INET136,resting,3,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-3/func/,INET136,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-3/func/,INET136,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-3/func/,INET136,resting,3,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-4/func/,INET136,resting,4,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-4/func/,INET136,resting,4,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-4/func/,INET136,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET136/ses-4/func/,INET136,resting,4,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET137/ses-1/func/,INET137,resting,1,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET137/ses-4/func/,INET137,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET137/ses-4/func/,INET137,resting,4,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET140/ses-2/func/,INET140,resting,2,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET140/ses-2/func/,INET140,resting,2,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET140/ses-3/func/,INET140,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET140/ses-3/func/,INET140,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET140/ses-3/func/,INET140,resting,3,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET140/ses-3/func/,INET140,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET140/ses-3/func/,INET140,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-2/func/,INET141,resting,2,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-3/func/,INET141,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-3/func/,INET141,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-3/func/,INET141,resting,3,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-3/func/,INET141,resting,3,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-3/func/,INET141,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-3/func/,INET141,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET141/ses-4/func/,INET141,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-2/func/,INET156,resting,2,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-2/func/,INET156,resting,2,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-2/func/,INET156,resting,2,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-2/func/,INET156,resting,2,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-3/func/,INET156,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-3/func/,INET156,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-3/func/,INET156,resting,3,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-3/func/,INET156,resting,3,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-3/func/,INET156,resting,3,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-3/func/,INET156,resting,3,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-4/func/,INET156,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET156/ses-4/func/,INET156,resting,4,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET158/ses-4/func/,INET158,resting,4,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET158/ses-4/func/,INET158,resting,4,7
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET158/ses-4/func/,INET158,resting,4,8
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-1/func/,INET159,resting,1,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-1/func/,INET159,resting,1,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-1/func/,INET159,resting,1,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-2/func/,INET159,resting,2,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-2/func/,INET159,resting,2,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-2/func/,INET159,resting,2,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-2/func/,INET159,resting,2,6
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-3/func/,INET159,resting,3,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-3/func/,INET159,resting,3,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-4/func/,INET159,resting,4,1
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-4/func/,INET159,resting,4,2
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-4/func/,INET159,resting,4,3
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-4/func/,INET159,resting,4,4
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-4/func/,INET159,resting,4,5
/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_FCPreproc-24.1.1/sub-INET159/ses-4/func/,INET159,resting,4,6
