sub,ses,task,run,filename,number_of_TRs,abnormal_TR,error_run,note,sleepiness__1_7_scale_,alertness,focus,confidence,alignment,tmask_filepath,tmask_filename,num_tps_retained,percent_tps_retained,fFD_filepath,fFD_filename,mean_fFD,max_fFD
sub-INET042,ses-3,task-rest,run-02,sub-INET042_ses-3_task-rest_run-02_bold.nii.gz,270,0,NA,NA,2,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-02_desc-tmask_fFD.txt,sub-INET042_ses-3_task-rest_run-02_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-02_desc-fFD.txt,sub-INET042_ses-3_task-rest_run-02_desc-fFD.txt,0.024711615,0.233563362
sub-INET042,ses-3,task-rest,run-03,sub-INET042_ses-3_task-rest_run-03_bold.nii.gz,270,0,NA,NA,3,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-03_desc-tmask_fFD.txt,sub-INET042_ses-3_task-rest_run-03_desc-tmask_fFD.txt,250,92.59259259,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-03_desc-fFD.txt,sub-INET042_ses-3_task-rest_run-03_desc-fFD.txt,0.030103389,0.408109603
sub-INET042,ses-3,task-rest,run-04,sub-INET042_ses-3_task-rest_run-04_bold.nii.gz,270,0,NA,NA,3,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-04_desc-tmask_fFD.txt,sub-INET042_ses-3_task-rest_run-04_desc-tmask_fFD.txt,253,93.7037037,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-04_desc-fFD.txt,sub-INET042_ses-3_task-rest_run-04_desc-fFD.txt,0.027294418,0.479531518
sub-INET042,ses-3,task-rest,run-05,sub-INET042_ses-3_task-rest_run-05_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-05_desc-tmask_fFD.txt,sub-INET042_ses-3_task-rest_run-05_desc-tmask_fFD.txt,241,89.25925926,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-05_desc-fFD.txt,sub-INET042_ses-3_task-rest_run-05_desc-fFD.txt,0.043214431,0.489306202
sub-INET042,ses-3,task-rest,run-06,sub-INET042_ses-3_task-rest_run-06_bold.nii.gz,270,0,NA,NA,3,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-06_desc-tmask_fFD.txt,sub-INET042_ses-3_task-rest_run-06_desc-tmask_fFD.txt,228,84.44444444,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-06_desc-fFD.txt,sub-INET042_ses-3_task-rest_run-06_desc-fFD.txt,0.071549897,1.462400445
sub-INET042,ses-3,task-rest,run-07,sub-INET042_ses-3_task-rest_run-07_bold.nii.gz,270,0,NA,NA,3,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-07_desc-tmask_fFD.txt,sub-INET042_ses-3_task-rest_run-07_desc-tmask_fFD.txt,252,93.33333333,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-3/func/FD_outputs/sub-INET042_ses-3_task-rest_run-07_desc-fFD.txt,sub-INET042_ses-3_task-rest_run-07_desc-fFD.txt,0.033310934,0.470305329
sub-INET042,ses-4,task-rest,run-01,sub-INET042_ses-4_task-rest_run-01_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-01_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-01_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-01_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-01_desc-fFD.txt,0.0194635,0.315834446
sub-INET042,ses-4,task-rest,run-02,sub-INET042_ses-4_task-rest_run-02_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-02_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-02_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-02_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-02_desc-fFD.txt,0.015166318,0.169709918
sub-INET042,ses-4,task-rest,run-03,sub-INET042_ses-4_task-rest_run-03_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-03_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-03_desc-tmask_fFD.txt,260,96.2962963,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-03_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-03_desc-fFD.txt,0.022749408,0.151967188
sub-INET042,ses-4,task-rest,run-04,sub-INET042_ses-4_task-rest_run-04_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-04_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-04_desc-tmask_fFD.txt,256,94.81481481,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-04_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-04_desc-fFD.txt,0.022674302,0.178253608
sub-INET042,ses-4,task-rest,run-05,sub-INET042_ses-4_task-rest_run-05_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-05_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-05_desc-tmask_fFD.txt,261,96.66666667,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-05_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-05_desc-fFD.txt,0.02663896,0.16344263
sub-INET042,ses-4,task-rest,run-06,sub-INET042_ses-4_task-rest_run-06_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-06_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-06_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-06_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-06_desc-fFD.txt,0.013145913,0.133980486
sub-INET042,ses-4,task-rest,run-07,sub-INET042_ses-4_task-rest_run-07_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-07_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-07_desc-tmask_fFD.txt,262,97.03703704,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-07_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-07_desc-fFD.txt,0.014766228,0.115317169
sub-INET042,ses-4,task-rest,run-08,sub-INET042_ses-4_task-rest_run-08_bold.nii.gz,270,0,NA,NA,NaN,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-08_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-08_desc-tmask_fFD.txt,258,95.55555556,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-08_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-08_desc-fFD.txt,0.022403221,0.316693032
sub-INET042,ses-4,task-rest,run-09,sub-INET042_ses-4_task-rest_run-09_bold.nii.gz,270,0,NA,NA,NaN,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-09_desc-tmask_fFD.txt,sub-INET042_ses-4_task-rest_run-09_desc-tmask_fFD.txt,259,95.92592593,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET042/ses-4/func/FD_outputs/sub-INET042_ses-4_task-rest_run-09_desc-fFD.txt,sub-INET042_ses-4_task-rest_run-09_desc-fFD.txt,0.018550017,0.223578399
sub-INET044,ses-1,task-rest,run-01,sub-INET044_ses-1_task-rest_run-01_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-01_desc-tmask_fFD.txt,sub-INET044_ses-1_task-rest_run-01_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-01_desc-fFD.txt,sub-INET044_ses-1_task-rest_run-01_desc-fFD.txt,0.026733826,0.10526323
sub-INET044,ses-1,task-rest,run-02,sub-INET044_ses-1_task-rest_run-02_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-02_desc-tmask_fFD.txt,sub-INET044_ses-1_task-rest_run-02_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-02_desc-fFD.txt,sub-INET044_ses-1_task-rest_run-02_desc-fFD.txt,0.028671534,0.219657503
sub-INET044,ses-1,task-rest,run-03,sub-INET044_ses-1_task-rest_run-03_bold.nii.gz,270,0,NA,NA,2,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-03_desc-tmask_fFD.txt,sub-INET044_ses-1_task-rest_run-03_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-03_desc-fFD.txt,sub-INET044_ses-1_task-rest_run-03_desc-fFD.txt,0.030877848,0.117622387
sub-INET044,ses-1,task-rest,run-04,sub-INET044_ses-1_task-rest_run-04_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-04_desc-tmask_fFD.txt,sub-INET044_ses-1_task-rest_run-04_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-04_desc-fFD.txt,sub-INET044_ses-1_task-rest_run-04_desc-fFD.txt,0.012761594,0.149831088
sub-INET044,ses-1,task-rest,run-06,sub-INET044_ses-1_task-rest_run-06_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-06_desc-tmask_fFD.txt,sub-INET044_ses-1_task-rest_run-06_desc-tmask_fFD.txt,265,98.14814815,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-06_desc-fFD.txt,sub-INET044_ses-1_task-rest_run-06_desc-fFD.txt,0.014495589,0.087304277
sub-INET044,ses-1,task-rest,run-07,sub-INET044_ses-1_task-rest_run-07_bold.nii.gz,270,0,NA,NA,2,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-07_desc-tmask_fFD.txt,sub-INET044_ses-1_task-rest_run-07_desc-tmask_fFD.txt,265,98.14814815,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-07_desc-fFD.txt,sub-INET044_ses-1_task-rest_run-07_desc-fFD.txt,0.0122977,0.091287227
sub-INET044,ses-1,task-rest,run-08,sub-INET044_ses-1_task-rest_run-08_bold.nii.gz,270,0,NA,NA,NaN,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-08_desc-tmask_fFD.txt,sub-INET044_ses-1_task-rest_run-08_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-1/func/FD_outputs/sub-INET044_ses-1_task-rest_run-08_desc-fFD.txt,sub-INET044_ses-1_task-rest_run-08_desc-fFD.txt,0.02290325,0.194867028
sub-INET044,ses-2,task-rest,run-01,sub-INET044_ses-2_task-rest_run-01_bold.nii.gz,270,0,NA,field map 1,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-01_desc-tmask_fFD.txt,sub-INET044_ses-2_task-rest_run-01_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-01_desc-fFD.txt,sub-INET044_ses-2_task-rest_run-01_desc-fFD.txt,0.026827953,0.113423488
sub-INET044,ses-2,task-rest,run-02,sub-INET044_ses-2_task-rest_run-02_bold.nii.gz,270,0,NA,field map 1,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-02_desc-tmask_fFD.txt,sub-INET044_ses-2_task-rest_run-02_desc-tmask_fFD.txt,265,98.14814815,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-02_desc-fFD.txt,sub-INET044_ses-2_task-rest_run-02_desc-fFD.txt,0.023513021,0.093064134
sub-INET044,ses-2,task-rest,run-03,sub-INET044_ses-2_task-rest_run-03_bold.nii.gz,270,0,NA,field map 1,3,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-03_desc-tmask_fFD.txt,sub-INET044_ses-2_task-rest_run-03_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-03_desc-fFD.txt,sub-INET044_ses-2_task-rest_run-03_desc-fFD.txt,0.016010969,0.133685058
sub-INET044,ses-2,task-rest,run-04,sub-INET044_ses-2_task-rest_run-04_bold.nii.gz,270,0,NA,field map 2,3,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-04_desc-tmask_fFD.txt,sub-INET044_ses-2_task-rest_run-04_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-04_desc-fFD.txt,sub-INET044_ses-2_task-rest_run-04_desc-fFD.txt,0.019663662,0.165923824
sub-INET044,ses-2,task-rest,run-05,sub-INET044_ses-2_task-rest_run-05_bold.nii.gz,270,0,NA,field map 2,3,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-05_desc-tmask_fFD.txt,sub-INET044_ses-2_task-rest_run-05_desc-tmask_fFD.txt,258,95.55555556,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-05_desc-fFD.txt,sub-INET044_ses-2_task-rest_run-05_desc-fFD.txt,0.021655229,0.191048009
sub-INET044,ses-2,task-rest,run-06,sub-INET044_ses-2_task-rest_run-06_bold.nii.gz,270,0,NA,field map 2,2,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-06_desc-tmask_fFD.txt,sub-INET044_ses-2_task-rest_run-06_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-06_desc-fFD.txt,sub-INET044_ses-2_task-rest_run-06_desc-fFD.txt,0.015510529,0.103272652
sub-INET044,ses-2,task-rest,run-07,sub-INET044_ses-2_task-rest_run-07_bold.nii.gz,270,0,NA,field map 2,NaN,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-07_desc-tmask_fFD.txt,sub-INET044_ses-2_task-rest_run-07_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-2/func/FD_outputs/sub-INET044_ses-2_task-rest_run-07_desc-fFD.txt,sub-INET044_ses-2_task-rest_run-07_desc-fFD.txt,0.018896867,0.299936514
sub-INET044,ses-3,task-rest,run-01,sub-INET044_ses-3_task-rest_run-01_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-01_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-01_desc-tmask_fFD.txt,265,98.14814815,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-01_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-01_desc-fFD.txt,0.011874185,0.072473613
sub-INET044,ses-3,task-rest,run-02,sub-INET044_ses-3_task-rest_run-02_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-02_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-02_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-02_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-02_desc-fFD.txt,0.033128098,0.176805967
sub-INET044,ses-3,task-rest,run-03,sub-INET044_ses-3_task-rest_run-03_bold.nii.gz,270,0,NA,NA,2,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-03_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-03_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-03_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-03_desc-fFD.txt,0.016733467,0.100210724
sub-INET044,ses-3,task-rest,run-04,sub-INET044_ses-3_task-rest_run-04_bold.nii.gz,270,0,NA,NA,4,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-04_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-04_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-04_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-04_desc-fFD.txt,0.0141777,0.10294583
sub-INET044,ses-3,task-rest,run-05,sub-INET044_ses-3_task-rest_run-05_bold.nii.gz,270,0,NA,NA,5,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-05_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-05_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-05_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-05_desc-fFD.txt,0.025506807,0.124693383
sub-INET044,ses-3,task-rest,run-06,sub-INET044_ses-3_task-rest_run-06_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-06_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-06_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-06_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-06_desc-fFD.txt,0.018864883,0.218730885
sub-INET044,ses-3,task-rest,run-07,sub-INET044_ses-3_task-rest_run-07_bold.nii.gz,270,0,NA,NA,1,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-07_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-07_desc-tmask_fFD.txt,259,95.92592593,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-07_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-07_desc-fFD.txt,0.019336641,0.173245504
sub-INET044,ses-3,task-rest,run-08,sub-INET044_ses-3_task-rest_run-08_bold.nii.gz,270,0,NA,NA,NaN,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-08_desc-tmask_fFD.txt,sub-INET044_ses-3_task-rest_run-08_desc-tmask_fFD.txt,263,97.40740741,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-3/func/FD_outputs/sub-INET044_ses-3_task-rest_run-08_desc-fFD.txt,sub-INET044_ses-3_task-rest_run-08_desc-fFD.txt,0.02354044,0.34079052
sub-INET044,ses-4,task-rest,run-01,sub-INET044_ses-4_task-rest_run-01_bold.nii.gz,270,0,NA,NA,2,NA,NA,NA,include,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-4/func/FD_outputs/sub-INET044_ses-4_task-rest_run-01_desc-tmask_fFD.txt,sub-INET044_ses-4_task-rest_run-01_desc-tmask_fFD.txt,264,97.77777778,/gpfs/research/grattonlab/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET044/ses-4/func/FD_outputs/sub-INET044_ses-4_task-rest_run-01_desc-fFD.txt,sub-INET044_ses-4_task-rest_run-01_desc-fFD.txt,0.021290885,0.118313641
